dVmax,ADP90,ADP50,Vreps,tdV
2.9325,176,162,-84.0702,5.92955
1.43752,147,136,-76.0206,5.88955
2.84124,129,117,-83.4082,5.92955
2.76423,189,175,-82.7374,5.90955
1.36617,173,162,-75.0338,5.86955
0.711859,149,139,-69.8027,5.86955
2.48993,104,95,-80.085,5.88955
2.52962,139,127,-81.6518,5.90955
2.83669,184,170,-83.659,5.92955
2.33373,147,135,-81.066,5.90955
2.99358,202,188,-82.5138,5.89955
2.42461,148,137,-80.4744,5.89955
3.24034,202,188,-84.4976,5.91955
1.78985,134,123,-77.7833,5.88955
0.907694,172,162,-71.6888,5.86955
2.33381,186,173,-80.5793,5.89955
1.67702,174,162,-77.2573,5.87955
2.76582,187,172,-83.6298,5.92955
1.49672,160,149,-76.0333,5.87955
0.814173,108,100,-71.3061,5.88955
2.38713,112,102,-81.0873,5.90955
2.42065,131,121,-79.7828,5.88955
1.42888,128,118,-75.8892,5.88955
2.34843,90,81,-80.5198,5.90955
1.73695,161,150,-76.7099,5.86955
1.53411,159,148,-75.8892,5.86955
2.6574,177,163,-83.0673,5.92955
1.09613,92,85,-72.9607,5.87955
1.20144,84,75,-74.373,5.88955
1.05287,142,132,-72.8045,5.86955
0.884483,176,166,-71.3503,5.86955
2.62754,129,118,-81.5644,5.90955
2.71537,186,171,-83.0896,5.91955
3.53029,202,187,-86.051,5.93955
1.06195,178,167,-72.9168,5.86955
2.1506,170,158,-79.3628,5.88955
2.54021,141,129,-81.5648,5.90955
2.33549,177,166,-79.4595,5.87955
2.85767,168,155,-83.4828,5.92955
1.28433,69,61,-75.2878,5.89955
1.41368,92,83,-76.0035,5.89955
0.689026,106,98,-69.7035,5.87955
2.99396,158,146,-83.091,5.90955
1.07721,89,81,-73.527,5.88955
3.52601,128,117,-86.6723,5.96955
1.7944,193,182,-76.754,5.85955
3.40855,193,179,-85.3388,5.92955
2.29832,163,151,-79.7753,5.88955
3.51298,134,123,-85.7999,5.94955
2.83986,114,104,-81.7298,5.89955
1.73491,175,162,-77.7382,5.88955
0.714535,128,118,-70.0629,5.87955
2.31647,117,106,-81.2392,5.91955
2.08927,91,82,-78.9163,5.89955
1.17953,148,138,-74.0054,5.87955
1.8096,163,152,-77.2348,5.86955
2.1766,146,135,-79.4494,5.88955
1.10899,144,134,-73.7649,5.87955
1.43812,127,118,-75.4302,5.87955
2.38157,176,163,-80.3664,5.88955
1.134,167,157,-73.2311,5.86955
0.976925,161,150,-72.8099,5.87955
0.740543,105,96,-70.4869,5.88955
1.44118,162,152,-75.0011,5.86955
0.706654,112,103,-70.0426,5.87955
0.950697,152,142,-72.6928,5.87955
1.90264,105,96,-78.2611,5.88955
2.0781,156,146,-77.9717,5.86955
2.3573,183,171,-79.7455,5.87955
3.23021,189,175,-84.7266,5.92955
2.74616,196,183,-81.2431,5.88955
2.04461,123,113,-78.834,5.88955
1.9829,134,124,-78.1411,5.87955
0.926113,135,125,-72.3509,5.87955
1.03918,148,138,-72.6759,5.86955
0.7351,147,137,-70.3711,5.87955
0.997768,74,67,-72.8513,5.88955
3.25976,158,146,-83.7611,5.91955
0.672466,149,139,-69.3471,5.87955
2.93553,100,90,-83.5651,5.93955
1.56014,178,167,-75.836,5.86955
0.977772,150,140,-72.2452,5.86955
2.40841,148,136,-81.4253,5.90955
1.27845,173,162,-74.6912,5.87955
3.51568,198,184,-85.483,5.92955
1.57894,167,156,-76.022,5.86955
1.96191,103,93,-79.1414,5.90955
1.95936,182,169,-78.4044,5.87955
1.74494,142,133,-76.4799,5.86955
1.92832,105,96,-77.6825,5.87955
0.879131,108,99,-71.606,5.87955
1.12707,98,90,-73.5884,5.87955
1.90618,158,148,-77.4358,5.86955
2.34058,144,133,-79.7002,5.88955
1.29451,144,134,-74.9912,5.87955
0.815674,114,105,-70.9508,5.87955
1.11403,116,106,-74.03,5.88955
2.01975,150,138,-79.4487,5.89955
3.45073,161,149,-85.102,5.92955
2.46441,181,167,-81.596,5.90955
1.1908,167,156,-73.931,5.86955
3.14157,102,93,-84.3385,5.93955
1.10268,178,167,-73.17,5.86955
3.07257,187,174,-83.0631,5.90955
0.825169,121,112,-71.0657,5.87955
3.21859,161,149,-84.1458,5.91955
3.22743,109,99,-83.5589,5.91955
2.97582,169,155,-84.1543,5.92955
1.19665,163,153,-73.8162,5.86955
2.90618,180,166,-83.5942,5.91955
2.58883,166,155,-80.4625,5.87955
1.21841,150,139,-74.5625,5.87955
1.19305,123,113,-74.6946,5.88955
2.37319,152,141,-80.2989,5.88955
0.759579,155,145,-70.6855,5.87955
0.982424,118,110,-72.5553,5.87955
1.70864,140,129,-77.1805,5.87955
2.62338,145,134,-80.9882,5.89955
1.37418,149,139,-74.9068,5.86955
2.13266,132,121,-79.018,5.88955
1.23685,73,65,-74.8051,5.89955
1.10358,83,75,-73.9696,5.89955
1.36478,79,71,-75.6527,5.89955
1.42627,178,167,-75.102,5.86955
0.923603,103,95,-71.9917,5.87955
1.6025,105,97,-75.9554,5.87955
1.16433,79,72,-73.6925,5.88955
3.69483,189,176,-86.1503,5.93955
1.7106,173,162,-76.7507,5.86955
2.60165,194,181,-81.1423,5.88955
2.96001,177,164,-83.3457,5.91955
3.21271,107,96,-85.7337,5.95955
3.60582,189,175,-85.6131,5.92955
1.21905,114,104,-74.7478,5.88955
3.91711,160,147,-88.1857,5.96955
1.83691,150,140,-77.1989,5.86955
1.11857,85,76,-74.19,5.89955
1.91546,100,91,-78.2261,5.88955
1.07384,114,105,-72.7786,5.87955
1.03242,111,102,-73.1838,5.88955
3.13972,122,111,-84.1416,5.92955
1.4576,112,103,-75.292,5.87955
1.08967,168,158,-73.3268,5.86955
0.859516,163,153,-71.5891,5.87955
1.39252,159,148,-75.5854,5.87955
1.49569,153,143,-75.2744,5.86955
3.33204,128,116,-86.5488,5.96955
3.25722,187,174,-84.4073,5.91955
2.75712,170,159,-81.2513,5.88955
2.98553,90,79,-85.6929,5.97955
2.88855,180,166,-83.4837,5.91955
1.44624,111,102,-75.0214,5.86955
1.06989,90,82,-73.3989,5.88955
1.38381,111,102,-74.7505,5.87955
0.770945,81,73,-70.6933,5.88955
1.62331,171,159,-76.8038,5.87955
3.13175,183,169,-84.6591,5.92955
3.47949,204,190,-85.9173,5.93955
1.06798,160,150,-72.9103,5.86955
3.1233,130,120,-83.1292,5.90955
2.36673,150,137,-81.4219,5.91955
2.67554,177,164,-82.3271,5.90955
3.53278,123,113,-85.8505,5.94955
3.06038,97,87,-86.1695,5.97955
3.06461,190,175,-84.5232,5.92955
0.706543,158,148,-69.6957,5.86955
1.37526,123,114,-75.0694,5.87955
2.48062,189,175,-81.0258,5.89955
3.25521,168,154,-85.7512,5.94955
1.8994,150,139,-77.7417,5.87955
0.819475,168,158,-70.773,5.86955
3.33364,193,179,-84.384,5.91955
1.51394,138,128,-76.0592,5.87955
1.54217,176,165,-75.5471,5.86955
0.789352,127,118,-70.7734,5.87955
0.968945,162,151,-72.611,5.87955
3.74784,157,144,-87.3554,5.96955
2.38824,192,179,-80.13,5.88955
1.14761,157,147,-73.3747,5.86955
1.90121,93,84,-78.044,5.88955
2.90429,195,182,-81.8817,5.88955
2.63947,157,146,-81.2058,5.89955
1.41543,141,130,-76.0345,5.88955
1.99804,139,128,-78.957,5.88955
1.24432,105,96,-74.4366,5.87955
1.54138,187,175,-75.5587,5.85955
2.085,183,171,-79.2745,5.88955
3.3,164,152,-83.9882,5.91955
1.05017,149,138,-73.4339,5.87955
1.32852,97,89,-74.8209,5.87955
0.845598,124,115,-71.1735,5.87955
2.99684,164,152,-82.962,5.90955
1.95886,177,165,-77.7414,5.86955
0.782543,111,102,-70.6701,5.87955
1.28939,109,101,-74.169,5.87955
1.13823,152,141,-74.2036,5.87955
1.67938,118,109,-76.2614,5.86955
3.45917,202,187,-85.8118,5.93955
1.10118,183,172,-72.9372,5.85955
2.17254,146,134,-79.7085,5.89955
1.87834,187,175,-77.6776,5.86955
2.56053,172,160,-80.1485,5.87955
2.87969,124,114,-82.4365,5.90955
1.34178,169,159,-74.5032,5.86955
3.26221,192,179,-83.7827,5.90955
1.03281,123,114,-72.9706,5.87955
0.75639,132,123,-70.6329,5.87955
2.71275,188,174,-82.4613,5.90955
2.24817,97,88,-80.2992,5.90955
3.10784,131,120,-83.8212,5.92955
1.00813,126,117,-72.8059,5.87955
1.05517,151,141,-72.6628,5.86955
2.80836,186,172,-82.9092,5.91955
0.831596,139,129,-71.5343,5.87955
3.71083,122,111,-87.3102,5.96955
1.80493,179,167,-76.9871,5.86955
3.14412,136,124,-85.8627,5.95955
0.982151,120,111,-72.9082,5.88955
1.09807,72,65,-73.6736,5.88955
2.27148,173,159,-80.8727,5.90955
2.84607,189,175,-84.2569,5.93955
1.65888,145,134,-77.4129,5.88955
2.71024,188,174,-83.4002,5.92955
2.89622,180,167,-82.3805,5.89955
2.44294,158,146,-80.5241,5.88955
1.97465,168,157,-77.6289,5.86955
1.3236,151,141,-75.1254,5.87955
1.33835,79,71,-75.6619,5.89955
1.04518,156,145,-73.4812,5.87955
2.65341,171,159,-81.2382,5.88955
0.8318,107,98,-71.3912,5.88955
2.4797,180,168,-80.0486,5.87955
2.43987,175,164,-79.9439,5.87955
2.02703,183,171,-78.0125,5.86955
0.938112,113,105,-72.419,5.88955
2.91834,107,96,-83.7877,5.93955
2.12013,173,161,-78.7699,5.87955
3.22575,197,182,-85.4698,5.93955
2.18656,189,177,-78.9806,5.87955
3.57134,196,182,-85.8787,5.93955
3.79339,151,139,-87.5042,5.96955
1.01314,112,103,-72.558,5.87955
2.01089,161,149,-79.4719,5.89955
2.2477,164,153,-78.7109,5.86955
1.01066,166,155,-72.8153,5.87955
0.97901,144,134,-72.7345,5.87955
3.489,189,175,-85.1951,5.92955
1.45312,127,118,-75.5802,5.87955
2.61536,191,178,-81.1752,5.88955
2.63187,124,112,-83.1565,5.93955
0.703621,152,142,-69.8492,5.87955
1.6888,172,161,-76.3039,5.86955
2.31241,155,143,-80.2228,5.89955
0.741043,80,73,-70.4055,5.88955
3.39067,202,187,-85.859,5.93955
1.59251,135,124,-76.9803,5.88955
1.24627,105,97,-74.0991,5.87955
0.828037,139,129,-71.3977,5.87955
0.914211,160,149,-72.344,5.87955
1.743,117,107,-77.5804,5.88955
0.978758,169,159,-72.3787,5.86955
1.55293,112,102,-76.6092,5.88955
2.72852,189,175,-83.0002,5.91955
1.70037,144,133,-77.5472,5.88955
2.42622,122,113,-79.6565,5.88955
2.03572,187,175,-77.8367,5.86955
2.65511,196,183,-80.8235,5.87955
1.33466,148,138,-74.3396,5.86955
1.48575,129,120,-75.3916,5.86955
2.22738,180,167,-80.0622,5.89955
0.930408,151,142,-71.9788,5.86955
1.61955,146,135,-76.8553,5.87955
2.79388,165,153,-81.3667,5.88955
2.47346,150,137,-82.0148,5.91955
0.721033,108,99,-70.2656,5.88955
1.34067,138,128,-74.761,5.86955
1.51507,149,138,-76.1996,5.87955
2.0621,145,134,-79.0924,5.88955
0.963089,154,143,-72.7437,5.87955
0.926321,157,147,-71.6099,5.86955
1.21696,154,143,-74.0945,5.86955
1.36942,173,162,-75.1945,5.86955
2.16361,197,185,-78.4196,5.86955
3.14613,107,97,-83.9996,5.92955
0.993702,155,144,-73.0362,5.87955
2.21892,174,162,-79.2399,5.87955
0.966124,140,130,-72.2909,5.87955
2.20833,156,144,-79.3623,5.88955
1.28085,121,113,-74.246,5.86955
2.92689,162,149,-84.1296,5.93955
1.65508,179,168,-76.1615,5.86955
1.97554,164,152,-78.5073,5.88955
1.69282,142,131,-77.6279,5.88955
1.11308,155,145,-73.6564,5.87955
1.95789,115,105,-78.7417,5.89955
1.7292,83,74,-77.8461,5.89955
2.76193,120,110,-81.9541,5.90955
0.988121,92,85,-72.3142,5.87955
2.31715,117,107,-79.8574,5.89955
2.38517,163,150,-81.2356,5.90955
2.1455,169,157,-79.2714,5.88955
1.06487,93,84,-73.7045,5.88955
1.92389,83,74,-78.8091,5.90955
1.46364,96,87,-76.3713,5.89955
1.59535,161,150,-76.3012,5.87955
2.52185,189,177,-80.2015,5.87955
1.10565,105,95,-74.0886,5.88955
1.01094,142,132,-73.1766,5.87955
0.884905,144,134,-71.5089,5.86955
2.7676,150,138,-82.5002,5.90955
1.05359,142,132,-73.1904,5.87955
1.02402,130,121,-73.0996,5.87955
1.3888,108,99,-75.3666,5.87955
2.15506,190,178,-78.9209,5.87955
1.14244,152,142,-73.3876,5.86955
1.08587,119,109,-73.8801,5.88955
0.833868,141,132,-71.0419,5.86955
2.244,187,174,-80.0169,5.88955
1.66022,145,134,-76.6092,5.87955
3.22297,201,186,-85.1899,5.93955
1.03781,111,102,-72.98,5.87955
3.11406,161,147,-85.6267,5.95955
2.56085,189,175,-82.1024,5.90955
3.31721,157,145,-84.445,5.92955
1.12861,121,111,-74.228,5.88955
0.908575,120,112,-71.6693,5.87955
1.18398,159,148,-74.574,5.87955
3.86457,176,163,-87.2918,5.95955
1.30496,88,81,-74.4254,5.87955
2.08163,106,97,-78.514,5.88955
0.998798,166,155,-72.853,5.87955
1.15118,106,97,-73.8681,5.87955
3.52554,178,164,-86.0416,5.94955
0.841455,89,81,-71.5761,5.88955
1.02346,167,157,-72.5176,5.86955
1.86026,141,131,-77.1887,5.86955
0.917612,105,96,-72.3916,5.88955
1.05806,97,89,-73.5392,5.88955
3.44876,207,193,-85.48,5.92955
1.68405,131,121,-76.9403,5.87955
1.11008,156,145,-74.0922,5.88955
0.883135,106,97,-71.9987,5.88955
1.84749,182,170,-77.8153,5.87955
3.13347,194,181,-83.3853,5.90955
2.21575,178,165,-80.1267,5.89955
1.82634,166,156,-76.9177,5.86955
0.981518,159,148,-72.7879,5.87955
1.25406,144,135,-73.9099,5.86955
0.853142,169,159,-71.1508,5.86955
2.35893,168,157,-79.3755,5.87955
2.8334,165,153,-81.6815,5.88955
1.97787,124,114,-78.3502,5.88955
2.82147,139,127,-82.3592,5.90955
1.52784,117,107,-76.0536,5.87955
2.40493,150,138,-81.1491,5.90955
0.94264,171,161,-71.7273,5.86955
1.6506,175,164,-76.567,5.86955
1.0979,168,157,-73.5405,5.87955
2.95084,145,134,-82.5914,5.90955
3.17348,179,167,-83.1992,5.90955
3.11906,198,185,-83.2455,5.90955
2.61107,167,154,-81.8033,5.90955
2.0477,175,163,-79.2089,5.88955
3.70925,143,132,-86.3903,5.94955
2.13477,136,125,-79.0268,5.88955
3.30492,165,153,-84.0476,5.91955
0.880304,128,119,-71.6326,5.87955
3.19779,105,95,-84.4442,5.93955
1.22729,99,90,-74.7844,5.88955
0.96558,71,64,-72.4908,5.88955
1.93029,129,119,-77.9371,5.87955
0.817726,96,88,-71.2046,5.88955
2.50415,161,149,-81.7105,5.90955
1.32961,168,157,-74.7202,5.86955
1.61496,145,135,-76.5551,5.87955
2.05931,79,70,-79.6974,5.91955
0.783972,166,156,-70.4956,5.86955
1.31696,91,83,-74.454,5.87955
1.06607,68,60,-73.6586,5.89955
1.04307,166,156,-72.6071,5.86955
1.22784,152,142,-73.9411,5.86955
1.14778,158,147,-74.0553,5.87955
0.707663,117,108,-69.948,5.87955
1.26632,175,164,-74.5883,5.86955
2.30381,156,143,-80.7943,5.90955
3.08002,145,133,-85.2861,5.94955
2.01367,107,97,-78.8789,5.89955
2.90214,138,125,-84.4358,5.94955
0.981592,163,152,-72.7037,5.87955
2.82726,169,156,-83.5431,5.92955
2.60733,107,97,-81.7228,5.91955
3.45563,114,103,-86.9821,5.97955
3.02026,181,168,-83.4183,5.91955
0.790043,123,115,-70.6883,5.87955
2.87164,119,108,-83.5813,5.93955
0.910698,106,98,-71.9833,5.87955
1.45123,79,70,-76.1989,5.89955
2.2298,141,131,-78.8862,5.87955
3.71929,203,189,-86.2487,5.93955
0.693838,100,92,-69.7496,5.87955
0.90069,151,141,-72.0529,5.87955
2.78014,168,155,-82.7059,5.91955
2.92055,191,178,-82.8161,5.90955
0.80291,163,153,-70.7124,5.86955
1.75012,180,168,-77.5343,5.87955
0.817978,122,113,-71.2118,5.87955
1.48052,91,82,-75.8847,5.88955
1.84801,184,172,-77.5708,5.87955
1.46086,77,68,-76.3509,5.89955
3.0028,162,149,-84.5706,5.93955
3.80283,172,159,-87.6585,5.96955
2.70618,171,158,-82.1048,5.90955
2.69905,169,156,-82.2713,5.90955
0.701363,119,110,-69.9458,5.87955
2.10476,155,143,-79.1889,5.88955
2.51926,198,186,-80.2214,5.87955
0.731499,95,87,-70.3944,5.88955
1.38722,84,76,-75.3781,5.88955
1.70077,138,128,-76.8261,5.87955
2.70825,177,165,-80.9833,5.88955
0.849154,155,144,-71.7412,5.87955
2.75993,193,179,-82.8891,5.91955
1.12664,139,129,-73.8161,5.87955
0.716675,148,138,-69.8916,5.87955
1.91398,139,128,-77.6945,5.87955
2.73437,175,161,-83.3371,5.92955
3.07991,142,130,-85.2303,5.94955
3.14543,193,179,-83.5115,5.90955
1.83288,184,173,-76.8877,5.85955
2.8453,162,150,-82.293,5.90955
0.865688,145,135,-71.4658,5.87955
0.930288,171,161,-71.823,5.86955
2.41261,101,91,-81.3849,5.91955
1.47712,131,122,-75.2273,5.86955
2.53978,160,147,-82.4936,5.91955
1.05622,103,95,-72.7022,5.87955
2.66575,195,183,-81.1257,5.88955
2.01393,121,110,-79.3031,5.89955
3.82729,133,122,-88.1216,5.97955
3.08444,137,126,-84.4926,5.93955
1.48393,177,166,-75.4889,5.86955
1.89214,84,75,-78.4241,5.89955
1.16345,128,119,-73.4177,5.86955
3.04791,202,188,-83.4575,5.90955
0.884104,107,98,-71.8483,5.88955
2.38797,178,166,-80.0228,5.88955
1.9388,169,158,-77.8251,5.87955
1.10982,168,158,-73.3324,5.86955
1.01154,149,139,-72.3962,5.86955
2.58969,128,117,-82.1129,5.91955
1.24479,72,64,-74.7028,5.89955
1.02968,160,149,-73.2417,5.87955
0.712009,109,101,-70.0148,5.87955
1.59582,186,175,-76.0737,5.86955
0.95075,124,115,-72.1546,5.87955
0.791803,132,123,-70.9887,5.87955
1.55554,137,128,-75.8437,5.86955
0.846251,128,118,-71.7965,5.88955
3.10652,126,115,-83.8956,5.92955
0.761299,151,141,-70.4266,5.87955
0.899179,115,107,-71.769,5.87955
0.965588,92,84,-72.5274,5.88955
3.37759,122,112,-85.0503,5.93955
2.06277,96,87,-78.9472,5.89955
1.49981,173,162,-75.6139,5.86955
1.02037,93,86,-72.5598,5.87955
2.54215,161,150,-81.1727,5.89955
2.22137,147,135,-80.421,5.90955
3.27539,185,172,-84.1691,5.91955
0.83798,152,141,-71.5651,5.87955
3.14974,178,164,-85.5703,5.94955
2.39097,144,134,-79.8188,5.88955
0.831455,104,95,-71.519,5.88955
2.13583,132,121,-80.0104,5.90955
2.32415,193,180,-79.6881,5.87955
1.14835,139,129,-74.3509,5.88955
2.34464,155,143,-80.0872,5.88955
2.10983,96,88,-78.9513,5.89955
1.41609,117,108,-75.286,5.87955
1.34208,183,172,-74.5213,5.86955
1.38059,171,160,-75.1688,5.86955
2.54004,184,170,-81.7973,5.90955
1.71535,165,153,-77.3927,5.87955
2.82404,107,97,-83.0869,5.92955
2.67477,101,91,-83.0853,5.93955
1.30996,99,90,-75.1366,5.88955
3.31117,186,173,-84.7712,5.92955
1.38044,166,156,-74.5773,5.85955
3.24652,105,94,-86.7944,5.97955
1.83485,166,154,-78.3451,5.88955
1.38636,162,152,-74.8658,5.86955
2.85745,173,159,-83.6447,5.92955
1.36878,185,174,-74.5491,5.85955
2.52365,191,179,-80.3242,5.87955
0.863037,106,98,-71.5358,5.87955
1.24055,103,94,-74.4491,5.88955
1.56115,108,98,-76.5179,5.88955
1.61688,172,160,-77.0273,5.87955
2.98727,106,95,-85.5164,5.96955
2.44265,113,103,-80.9209,5.90955
0.709089,148,138,-70.0004,5.87955
3.43152,166,153,-86.451,5.95955
3.64404,207,192,-86.2029,5.93955
0.819067,108,99,-70.9798,5.87955
2.09969,177,165,-78.3641,5.86955
3.61924,166,154,-86.1072,5.93955
1.37861,144,134,-75.0504,5.87955
0.99523,146,136,-72.4906,5.86955
1.51976,153,143,-75.9798,5.87955
1.37027,141,131,-75.3366,5.87955
2.31694,123,113,-80.0839,5.89955
3.13117,142,131,-83.1582,5.90955
1.56622,163,152,-76.2592,5.87955
1.29285,107,97,-75.2658,5.88955
2.93286,193,179,-84.0231,5.92955
1.19535,147,137,-73.9599,5.86955
0.720572,152,142,-70.1127,5.87955
3.78423,204,190,-86.7643,5.94955
2.9856,155,141,-85.0221,5.94955
1.69065,147,137,-76.2875,5.86955
2.36809,160,149,-79.3662,5.87955
2.78135,145,133,-82.9653,5.91955
2.12052,184,171,-79.3056,5.88955
1.23731,84,76,-74.2998,5.88955
2.86549,166,154,-82.4233,5.90955
0.768284,153,143,-70.7058,5.87955
0.676376,148,138,-69.4473,5.87955
1.37444,176,164,-75.2511,5.87955
1.23575,170,160,-73.7645,5.85955
1.2544,85,77,-74.279,5.88955
3.10274,109,98,-85.582,5.96955
2.96694,139,128,-82.4438,5.90955
0.787596,89,81,-70.9193,5.88955
2.45326,186,174,-79.7797,5.87955
2.20277,177,165,-79.4198,5.88955
0.762503,103,94,-70.7792,5.88955
0.807278,146,136,-70.8027,5.86955
0.658543,127,118,-69.0838,5.87955
3.57503,206,191,-86.0307,5.93955
0.714716,137,128,-70.0211,5.87955
1.64216,148,138,-76.1763,5.86955
1.15899,152,142,-74.1404,5.87955
3.31513,175,162,-84.4712,5.91955
1.64791,167,157,-76.1528,5.86955
1.84251,167,155,-77.5923,5.87955
3.1096,190,176,-84.2859,5.92955
1.58582,112,103,-76.5885,5.88955
2.37259,169,156,-81.2954,5.90955
1.37228,166,154,-75.5011,5.87955
1.4484,84,75,-76.0812,5.89955
3.21082,97,86,-86.4242,5.97955
3.22209,195,181,-84.1802,5.91955
2.67059,182,169,-82.4245,5.90955
1.39268,160,149,-75.7186,5.87955
0.783981,146,136,-70.7987,5.87955
2.24567,145,134,-80.0777,5.89955
2.2728,150,139,-79.576,5.88955
2.19043,89,80,-80.1679,5.90955
2.50628,162,151,-80.0109,5.87955
1.19779,81,73,-74.1973,5.88955
2.51043,183,169,-82.0204,5.90955
2.45624,188,174,-81.333,5.89955
2.10188,161,150,-78.1263,5.86955
1.94506,181,168,-78.3855,5.87955
1.97905,172,159,-79.1624,5.89955
0.85943,80,73,-71.6076,5.88955
2.60696,199,187,-80.3334,5.87955
1.91444,171,158,-78.732,5.88955
1.50713,122,113,-75.7805,5.87955
1.76919,146,135,-78.0928,5.88955
1.00108,114,106,-72.2171,5.87955
0.954262,131,122,-72.2907,5.87955
1.41761,152,142,-75.133,5.86955
1.94934,189,177,-77.4492,5.86955
2.00943,176,165,-78.1734,5.87955
1.39489,116,108,-74.8105,5.86955
1.52507,131,121,-76.5066,5.88955
0.983629,163,153,-72.9073,5.87955
1.11769,142,131,-73.9091,5.87955
2.81293,127,116,-83.3488,5.92955
1.3207,185,174,-74.3423,5.85955
2.7247,195,183,-81.0434,5.87955
0.667084,133,124,-69.2077,5.87955
2.09025,124,114,-79.2286,5.89955
1.88877,187,175,-77.1378,5.85955
