Input_1,Input_2,Input_3
0.2248515117713435,0.24321331106115296,0.9668156490254827
0.32159292011656093,0.2984663246105981,0.8308274129011919
0.32744467712123954,0.2996822084125643,0.7398248095260845
0.272000872362694,0.2425466567634746,0.13821797090116117
0.4066026047572334,0.4886891968427243,0.8140052025474729
0.16877715591486708,0.9385296246809703,0.6366418167205363
0.7751500792684307,0.9258410358817551,0.771800470349814
0.30378700984841583,0.2634731677104106,0.6077582896397135
0.8650403575248864,0.56752134179357,0.1807759589581095
0.043129169060357075,0.11321564551002977,0.8269891942496072
0.2843975213130977,0.5172530195338914,0.6708096392309666
0.04641730560993279,0.8235455863312167,0.5551776798587094
0.14539405913634734,0.8786689911829125,0.2796717731757137
0.20566062046974115,0.31574157543807047,0.4802633048663731
0.3473515668322814,0.6785415401799401,0.10008516066279738
0.6294222812149454,0.9154189129968556,0.49212138406424827
0.7634814302925451,0.993084938348633,0.8236129746179404
0.45745776968674684,0.6555368458884866,0.2000469686811135
0.7189850580229283,0.47865023007629554,0.42170615113199317
0.32290875135180674,0.26576856103056345,0.6375473117188013
0.7322934629814447,0.10657254399035326,0.02784798467385413
0.12047159430927173,0.623691761677418,0.5734536620902229
0.11424488291790724,0.8339364689686665,0.44332567137532325
0.22384937219864676,0.19975944498679532,0.008039288032615721
0.9006391839668891,0.41142087180239606,0.7167222851060413
0.7207767220104768,0.9463473134674225,0.22259814239726905
0.35552308189944015,0.1930793223643011,0.37366998641761057
0.43535993720473115,0.8721252105957777,0.7493837470622825
0.3487635726240262,0.8417926367325279,0.8806130496049798
0.42297196331045905,0.9704776735347971,0.34340862401185474
0.03057617327978962,0.49596081384328383,0.9695409382522372
0.4450262232815665,0.3113314338053927,0.44310506286612356
0.21922520106892818,0.5841797879067437,0.4460875760197053
0.6707126049716248,0.9380842238100696,0.9110861543293749
0.6673754965996039,0.18455993875104726,0.23711429997361655
0.3301446100197331,0.2554324974117356,0.9720338645833011
0.6276836083654118,0.04870515717098178,0.568192060794451
0.45266372665676763,0.2438691162564306,0.6314747922459117
0.05676414648263389,0.5698816068587846,0.9234571295194691
0.039511252066598,0.2694021947499694,0.4120468493299113
0.3717702276248872,0.047345255120572916,0.27520968750213237
0.28384442940366905,0.8665971904801547,0.38946764763381697
0.3208767610532206,0.12939991571297005,0.6766444588655331
0.5864020250416024,0.6711104138104834,0.992182233504814
