Input_1,Input_2,Input_3
0.328496896410031,0.759568033378047,0.30071970021039773
0.8124175111232231,0.8707232045245217,0.3219077071090111
0.8376002941370376,0.20475114950234952,0.07750820525170049
0.5946871849015998,0.5201033381019314,0.8062869486793501
0.5995872421828927,0.5063448745846844,0.6886015388396163
0.5267938224824655,0.56421134852851,0.4975532469377698
0.163668890009126,0.7123529918463191,0.1236990327556865
0.8076388033434517,0.8359967938304693,0.03440213315495694
0.6738657088185742,0.5977026976649809,0.46706339929052404
0.12716467805292908,0.23118782972778573,0.8938282201281736
0.9134440718756995,0.5859083364426942,0.6627870772372366
0.6183460962972103,0.986693546551663,0.8847005068928065
0.9603488801140616,0.9415145679871968,0.5088969564112422
0.9217629212857142,0.6933942786755947,0.06798543621450703
0.2733199562453829,0.451019302379092,0.07221943644434359
0.6790266985483622,0.09321079800271287,0.3836630183327435
0.4683713824898833,0.8278592120873473,0.9631079459266939
0.611712543980837,0.5572076648873282,0.2840960107831281
0.16279458056692359,0.7530871465330634,0.9687609016833374
0.7050973908798083,0.9335422949856936,0.09305863647726331
0.2522742574811308,0.19823977364680861,0.5883835993102853
0.6500483397355525,0.7473188139491033,0.09985759517880571
0.18457889587325255,0.2674529904507668,0.04697155423808019
0.530380391315167,0.5468706951090745,0.5317501799247332
0.10286764172589608,0.1514608174463562,0.318595116889433
0.2507029438655804,0.6364511809055754,0.17621540289610205
0.5075259668361433,0.04652915439419869,0.000646839865452109
0.6808847006385217,0.7044986233195993,0.7786360051502837
0.9194662177189513,0.8320027871260212,0.9111148462345047
0.3471002934616669,0.9634392929589279,0.17982592255860996
0.06907909988433647,0.22276118478170936,0.0355719757523012
0.3588208127968627,0.5851132927717793,0.017738559271962495
0.9201833362591558,0.35320115095782195,0.7776240045867112
0.7178594336200093,0.4096829206577221,0.7141500976910882
0.8054454239853969,0.28173976892452346,0.18038408276563422
0.681855400974409,0.2784659480498302,0.339378037773011
0.5305572976467952,0.33021766150275633,0.2542843880662802
0.2925930563324627,0.8616370025390166,0.8868786276424715
0.9137124418413397,0.7162679825448538,0.806685315641341
0.7810250540510472,0.8135858463146672,0.06210402187771141
0.7303788974437584,0.7860845846226007,0.12443854780368507
0.6374126595104628,0.27051880821662544,0.9629051213522433
0.16943980670133063,0.9470948282017562,0.37160039131101796
0.9436376014286357,0.9449444671758267,0.9988793701943621
0.7620024899977031,0.13926949654052473,0.5997169855238216
0.6258600101796,0.5255141006643509,0.586773319832129
0.22588084069101844,0.02304375783079199,0.7632871974881347
0.14656313321572156,0.889418283718183,0.3504663140980165
0.00615089805381086,0.15720356954885162,0.10916770149369537
0.15747488773846896,0.9263555102707476,0.6271706187900747
0.5531260600258366,0.14854973752335288,0.38926632515380777
0.5155957616750408,0.5507827395486496,0.31594862780952954
0.013699512923163848,0.23956368330094374,0.39656920216866376
0.1745598975588284,0.12441676777774258,0.7466112227027681
0.30816887406040583,0.7610874375981722,0.3812607404074678
0.9902050900435186,0.5626226593852808,0.9085770021137978
0.44600499869691385,0.1967237638074793,0.47927808179376635
0.4776374529144421,0.023703571580209637,0.7746993261658948
0.0793254020411776,0.4424796801447588,0.5812070898283688
0.5417400589418951,0.5670486619803403,0.9942145605744163
0.6993009194364895,0.9695609281623223,0.17679661731686186
0.28935220696963476,0.4588500125266605,0.5461804400721315
0.6046912120122051,0.574618737325124,0.6747293581633358
0.6446454837670462,0.22896058287332394,0.3099436710142376
0.9574931724454921,0.017933294209620254,0.10024524090257347
0.8373915781668747,0.23758040340799025,0.4843340416268753
0.05324751511008602,0.7501714241168562,0.1293808665984475
0.06756216226840622,0.04592152168693192,0.1648937131054844
0.6537696668706364,0.3498153542067024,0.6071415824537915
0.21712304568000795,0.9591772659669152,0.05412519223367007
0.16899165350879936,0.9730504864151058,0.22342924396894365
0.43250950152474604,0.025844817497602257,0.09607996242288264
0.6100554488344,0.09406723473066636,0.5004385849726984
0.4236231660058139,0.6131250675307501,0.17721333209766188
0.19050603984176334,0.7081626621638462,0.9093358757408563
0.13764041773882896,0.47985764244562795,0.9421403930078183
0.7565053137416373,0.31639303939170993,0.332140641932894
0.37789494333748996,0.13896042269365594,0.24127407453427496
0.5431829411949946,0.0529949988887603,0.5476379738677797
0.8843411554434357,0.7952631225744132,0.5350734736638252
0.48797383928572924,0.5711523009640765,0.5216742306870273
0.345992813634325,0.5755914830807499,0.3808720298445224
0.675161407486765,0.7612167999758938,0.6987663263112853
0.7454033944336648,0.09861499402312668,0.3345198750718418
0.05767005818392762,0.27462993555789705,0.5465128045783157
0.8906494118552111,0.7173859181707178,0.34352823975576907
0.4772674677732477,0.9908013766622468,0.24919678902402698
0.8606718792403791,0.10687471430320533,0.6917179627441389
0.9036426405285645,0.9807148431726118,0.018213935196301434
0.2417340542574643,0.4861230182702666,0.23763122145858806
0.27441042062429594,0.5520944967526976,0.0467299202451954
0.5368212906793,0.21124131519518774,0.930131151456296
0.08869741809386478,0.9236494881346332,0.5614319162647786
0.6720609155808029,0.9411808324680478,0.6073697856831873
0.24508901239607572,0.7696315504268091,0.554415346264335
0.5391589289311278,0.1647587349527263,0.25039805005053073
0.7583945599531838,0.7908149375615076,0.9968015237440828
0.13471223072142202,0.9746518196142808,0.6203333449369924
0.7691063827723972,0.32199958859331923,0.6420497352500333
0.4520625723751438,0.38004792296164874,0.09682028615503047
0.49031564087072804,0.5256843385751497,0.709980956515656
0.15017157253588304,0.46692550733149235,0.3015806608104654
0.7094019087774192,0.24958164741639566,0.9933992420813185
0.3578417382598341,0.4157939003867593,0.03931784413671008
0.268589409588469,0.7442623647422197,0.0903141223962437
0.42497361494964825,0.96616990503023,0.17077909951564674
0.6498106457810258,0.13912029444726903,0.7207045754290194
0.14100454614353503,0.9970707322821684,0.8899658202402903
0.27083372069622114,0.6433173742148487,0.7333562762971543
0.3760440652963692,0.4323886185460609,0.42584712194654073
0.4134806848585397,0.5338072384925178,0.2337255782225296
0.8424532851542524,0.8548708264410149,0.14865151855980407
0.838838387102453,0.05331283178309215,0.8014307083724126
0.5046233003371586,0.6489020376298151,0.025961680656118702
0.42799648368032994,0.6660140372389722,0.06420840577803022
