Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Input_10,Input_11,Input_12
0.5792520345051779,0.6624862669239213,0.9191194926686936,0.6430042355897364,0.9911546338955247,0.7258015595927085,0.6285262806773326,0.6969669675417998,1.1083331729813164,0.6911305120687768,1.1882745938050272,1.3454063979278672
0.942097880267027,0.4847904038925577,0.7865470245620371,1.2537819521686815,1.2664736671276482,0.7350957805494422,0.7916133743661717,1.1313596749851318,1.163307085900727,1.1909710908862334,0.7720886342987321,0.5255141803025579
0.3242896348729087,0.30320714659011017,0.1546561461078475,0.6972565536280599,0.5615003739728457,1.3459246276407495,1.295263895868596,0.9904294175934785,1.0392450635042443,0.9511407585303269,1.1667164100971008,0.5945677478669172
0.10794702278336898,0.8042196364063116,0.8108602698153059,1.416103253976991,1.1497102216055803,0.794785049330763,1.0067047033512626,0.9633588848047021,1.311551599256053,0.8562580682435567,1.2361055283841687,0.7880062667148651
0.7084597900301642,0.635285023349305,0.17931237566123426,0.9465687213493068,0.6093550946831919,1.4824026628275258,1.2493941439905552,0.6014135355035825,0.8468130378236998,0.8811512002437609,1.1542444881705027,0.9014147945071362
0.7782986515137873,0.22045649912990228,0.5624077945663807,1.318873630313952,1.4908562228208195,1.0627865176878286,1.221713182648012,1.1120107252731364,0.872121903717402,0.8094749260806953,0.7577609989230725,1.1974595697781094
0.28646859501757416,0.3209672160254546,0.523364050524105,1.025452444562661,1.4169616335124147,1.2149218577065422,1.4270204302945935,1.487348899987171,0.8448075910908753,1.1340324074274482,1.4516804234309473,0.551496367719198
0.8504053325054941,0.9170762254656886,0.33309149925048875,0.9596649119478503,0.5095567378585341,1.0695932597421787,0.6841155412767407,1.306076415506001,0.9972878606510335,1.295087634715698,0.7399503696824506,0.7875091165766956
0.6425529372025585,0.20653108946180565,0.4454053401093971,1.3891582261030917,0.947844222702583,0.5576168376204657,1.4763610775587626,0.7028378210320368,1.1451193433545925,0.5970099305386516,1.3101924485722418,1.3935070176874358
0.21537429526329022,0.04685503598709312,0.872014901356364,1.4848570904016416,0.6490583949776867,1.4193060430074307,0.7865538324250091,1.3013129199365088,0.788941278189189,0.9701076669148856,1.0777547212004073,1.3664471657167807
0.5452452840713002,0.6543640969853319,0.3008725908064879,0.6666177294555486,0.516764616342869,0.8973213454295371,1.2508257618591911,0.6359393099469919,0.5389498613774883,1.072589081380713,1.203701460926876,1.0073381210144623
0.8225118979333984,0.9959934163885611,0.7973787051845925,1.2191590682164706,0.6814048052461508,0.5767673850528152,1.1177791060046638,0.8662390034426303,0.9980239221140028,1.488420593135629,0.8021760992588993,1.0481005250753896
0.9645056379283782,0.3827168974363143,0.2441724345343822,0.9199605589470841,1.2894211036233376,0.7617512902361538,1.274039519124314,0.6370032135634129,0.9506742435432176,0.902073937174121,1.4509593730984673,0.6380023076426484
0.2711225701056481,0.46895022753500487,0.7051819998876062,0.5285244200557739,0.9417745872192496,1.161110405820814,0.5607111486831474,0.9088957930201483,0.5916852138766306,1.2202103780062452,1.213222747745458,1.496862413486117
0.32606700523213533,0.7354502892369608,0.20540439229909407,0.509748905643006,0.5735846253878878,1.3030618550490278,0.7588208884616965,0.9221459744681421,1.3123339518458095,1.4305752530717006,0.5321598573425056,1.4666762914198523
0.8810281981249621,0.8882438106173475,0.9658725557736895,1.263821182989499,1.3295182412254554,1.0254719195172208,1.4821043258953335,1.4110245427531196,0.9853278552437958,0.7831806368684795,0.8692766353175998,0.6879710673113256
0.4196007031631455,0.22455351452713007,0.9946973523143464,0.8527037984851064,1.4786038644451471,1.0950353894034108,1.4808113242911092,1.0740180090366263,1.2434819764848655,1.0686051353676729,0.846260238105508,1.0292045075066758
0.20373193953426605,0.44219693167026236,0.5628688648262821,1.0577419456761614,1.1425818224808406,1.2612680006222976,0.5765307937295884,0.9042771394154001,1.069219137910323,1.0029778126503532,1.2331599596697633,0.8136992228259334
0.8609350205316052,0.2552669256362991,0.948448670657259,0.9656539786667995,1.0200972721232773,1.0612229664212434,0.8454783730899527,1.4991680867359318,1.1833702911392645,1.0939118405521926,1.0756505283318192,0.5777289079895446
0.3801822260583919,0.43105958698714847,0.35096904417759384,1.2430040343198492,0.716902807971415,1.0952892399448704,1.2036086073854966,0.6722475302145275,0.5892675604108403,1.3365735911210868,0.5216470378146627,1.490296357084187
0.4959992690966451,0.22918031807198758,0.967675144260726,1.0442157867744273,0.5038129462157099,0.8645191184946366,1.028304849609242,0.5127142185801249,1.2830259078938937,0.9884871642677552,1.0798162869024917,1.2588248085983138
0.06562237878836424,0.7941312087426616,0.3012259828717615,1.4332524870766534,1.2556866116463803,0.9475198132344766,1.2850761213103457,1.2601432177748784,0.6025986438688495,0.8284278270325989,0.5843523929595626,1.1204040540975106
0.2518872896522236,0.8543203822238531,0.14105743040071156,0.8382764914758369,1.408854835604203,1.3341177389911916,0.5908082615278049,1.3003387903829013,0.878471704668885,0.9164094939216196,1.4107869962497879,0.5927653749438657
0.12094466785272234,0.752418792916987,0.1242147515769817,1.373931790093459,0.6879923196293027,0.5453869997638952,0.8007181519774311,1.3266469518621709,1.4157715207755701,1.31854169310273,0.9288292520327489,0.6215016194377497
0.3746749863283414,0.788122549931457,0.6427534811870139,1.3579870240488265,0.6454494375454904,0.9319175674173499,1.3876247106382698,0.6554568109483326,1.168047184042498,0.801376296482757,0.8284474235176216,1.449763500904175
