Input_1,Input_2,Input_3
0.2795330874679269,0.7244923576111983,0.06992265329853709
0.5633978697093144,0.250214313672263,0.6571293431822753
0.9263357501557831,0.6400924230947435,0.6088875145812132
0.46410004999822,0.5269200138003312,0.575224356495781
0.40014363274678105,0.8922200054714312,0.1246040296846963
0.8665418744799814,0.49040914735152114,0.35764935842698115
0.6860405532198235,0.26345724560789463,0.37955113429913334
0.9874413271255364,0.5540288575607432,0.2939425792930357
0.412008984339549,0.2434588500381233,0.07315223962548029
0.24524271493111371,0.3985435329652034,0.4664865134631778
0.7776662755871506,0.034656237412773516,0.8302184818532372
0.4226852336104026,0.8038551873807314,0.6129135541355232
0.06035959936457036,0.7830234483198081,0.8732460264456493
0.9579787989951231,0.2956883718146351,0.6745972871494557
0.7091044609862025,0.833821499771925,0.5940646577652995
0.7313428347222694,0.33734763893984854,0.4345945045208374
0.2310172678926123,0.23679854784357102,0.5883218243595508
0.5124948308926301,0.5477305371090171,0.8802531077743277
0.4455157920091502,0.7944678223768392,0.9243462781088629
0.6626128131991053,0.415128389794462,0.23466730640317424
0.5418961723328166,0.6769846397307407,0.9461044558389928
0.36193406640359804,0.15168633351241,0.6483235521295021
0.020455969234896676,0.055992487414538994,0.5580710186164641
0.9003593078180642,0.3297816782231642,0.09418412200694048
0.09339334512848174,0.7119209628031773,0.03674691312321443
0.16396748660920313,0.11249254790719804,0.7463846970009379
0.3195790878156115,0.1865496905562818,0.13066495503742526
0.6378729241414752,0.3506417609765522,0.4922704544948877
0.30479444952511103,0.22481654721388888,0.01628342087355822
0.9952056496564484,0.48345412774798263,0.39371092348526754
0.7545212079558499,0.7470010831759133,0.45591553394188444
0.07339001739942203,0.9848918145301344,0.041923801748044776
0.6534369647803117,0.31843765035172955,0.4477840326072785
0.39696311815335555,0.04377016183140192,0.1190461931699906
0.8191175743947643,0.6538445640279127,0.9180181501289384
0.9182833665605075,0.8531925863926919,0.5157797674997118
0.13255709107420605,0.7368726603273578,0.8402667310344428
0.10956688132205905,0.9504376647233079,0.564543402370115
0.05683064793056569,0.8103765557885448,0.80349003804005
0.47925584148277955,0.706372326744235,0.3350877780613115
0.9770876335500259,0.47151721685010917,0.8939167122932108
0.32745677796330974,0.0677126722156205,0.36302608996084695
0.22686802762704644,0.42069773038311,0.5246854968051559
0.21465957904454092,0.45585485159599487,0.4261617940205849
0.5831770573925192,0.3729902182337522,0.7248756855382481
0.1556372157899909,0.7711913019583558,0.768026782696009
0.8902537328556157,0.00275370942909009,0.6208043330308763
0.2653264911656497,0.12980353254374066,0.9553097513583618
0.01808859853326883,0.40327652415696724,0.2545471316120458
0.19496585848142334,0.3451223831692413,0.27461525239827794
0.3308828546368882,0.6673200309379105,0.6946669969239555
0.006306216983827884,0.13537878749526533,0.665972446791638
0.18246196259910874,0.8691288544546997,0.18785921615071233
0.8898494628098886,0.6246449565545845,0.28234685230091044
0.8230782389441008,0.9606557435592604,0.6877505742178878
0.7466961789489085,0.021692057001346854,0.8211331618835459
0.723839741774774,0.28118103906844655,0.3003890161970498
0.8357551720119387,0.30663096871297346,0.3173104411070506
0.1296191474622423,0.5757897171888526,0.16041742185820618
0.5349477718701285,0.8451367229790213,0.7163821309798591
0.08875994569260126,0.9220102955428325,0.22478879554476094
0.8700585433777672,0.16347941627421275,0.10092512965446854
0.20677632544516877,0.9948574118600354,0.4188256649644579
0.7655698000100076,0.9750361173275265,0.7095180868541062
0.9360454013290463,0.5190792335466435,0.4868550650741742
0.6109793619759865,0.19576685524361792,0.7536280230979149
0.6217285949186001,0.936872617584127,0.9676887715081456
0.35042211644353605,0.5854267547539496,0.9938467121108141
0.6425415312585503,0.6393112480626977,0.2606523997652215
0.6980612568526705,0.6033134784461701,0.9777778629277151
0.505345007475707,0.7545603194894962,0.8168620567001532
0.9468586098751095,0.20820444826465667,0.24883192624742706
0.2833850492878249,0.8816950742434989,0.19889067510263142
0.11486996382729375,0.8261608825475188,0.00927797462502189
0.14875520804324965,0.6884887905715986,0.7912368508990704
0.49309219277006705,0.10446979805498618,0.15680686668707777
0.8598065736615463,0.08894250595918973,0.7728736916485879
0.48600252186544746,0.09093856128538513,0.21606709250052908
0.7169211972930774,0.016253513293426003,0.47050800798208486
0.9696767903129284,0.599322527458699,0.9811779049143684
0.4366021864510728,0.2762207423604049,0.14430055420925503
0.5781910449061002,0.43684463559503117,0.5079887383559298
0.37891640683354644,0.5020227260338173,0.782523928706909
0.6752879028484411,0.3664156245477643,0.05192251588940966
0.1796802817249435,0.44059025104361615,0.3450227303385082
0.5962185523689787,0.1792280207217526,0.4003097047310367
0.5260681434211179,0.2125026180212305,0.8653116763405619
0.7898244954032855,0.5656975210824642,0.8552448469235189
0.6047102884670891,0.6995565618368489,0.0280932669388535
0.048965343227385716,0.9077836997500474,0.6386604736725814
0.3845120020028072,0.6187617720779389,0.5457952756614268
0.25631342656560313,0.535291481575182,0.17199648959835667
0.29666247362078846,0.38483118825209056,0.2037043481625438
0.848414645100119,0.4635907863709167,0.5336065809716797
0.3462416498565111,0.14679118177078126,0.3821245184923714
0.037242591830832894,0.7681275451477972,0.7389016121090161
0.45123269141021055,0.9412128589559866,0.32119155088743556
0.8065542858426695,0.07260925001593355,0.900306971168214
0.7907554425761134,0.8712903926948803,0.08658496944216121
0.5578808599290457,0.9101581983904488,0.932593262260024
