dVmax,ADP90,ADP50,Vreps,tdV
0.73982,147,137,-70.2086,5.87955
1.31524,172,161,-74.3819,5.86955
1.64506,179,168,-76.0842,5.86955
1.69772,111,102,-76.7886,5.87955
1.41694,176,165,-74.8626,5.85955
1.59267,102,94,-75.745,5.87955
1.43416,148,138,-75.1404,5.86955
2.58649,108,98,-81.4574,5.90955
3.48386,166,152,-86.7383,5.95955
2.43404,124,114,-80.0679,5.88955
2.04962,157,145,-79.5104,5.89955
0.952745,145,135,-72.3565,5.87955
3.50967,183,170,-85.9963,5.93955
3.07395,184,171,-83.2045,5.90955
1.1638,104,96,-73.8929,5.87955
3.04187,161,148,-84.8274,5.93955
2.87811,165,151,-84.6225,5.94955
2.90865,130,119,-82.7795,5.91955
2.98766,201,188,-82.2106,5.88955
3.52421,156,144,-85.5423,5.93955
1.74779,144,133,-76.7854,5.86955
2.50345,185,172,-81.06,5.89955
0.794294,120,111,-70.8876,5.87955
2.29854,126,116,-79.7132,5.88955
1.06379,148,138,-73.2343,5.87955
2.48141,196,183,-80.2416,5.87955
2.12117,173,162,-78.5989,5.87955
1.62617,154,144,-76.1977,5.86955
2.8064,138,126,-83.199,5.92955
1.89815,150,139,-78.1372,5.88955
3.52698,195,181,-85.9172,5.93955
3.65297,177,164,-85.9618,5.93955
2.03988,185,173,-78.1862,5.86955
0.883249,97,89,-72.1608,5.88955
2.75347,191,177,-82.8096,5.91955
0.802195,146,137,-70.9797,5.87955
0.735125,161,152,-69.9207,5.86955
2.89571,179,165,-83.3276,5.91955
1.98627,183,171,-77.8257,5.86955
1.99168,117,107,-79.0253,5.89955
2.78544,198,185,-81.5835,5.88955
1.21962,144,134,-74.2343,5.87955
2.54801,160,148,-81.3565,5.89955
1.71058,168,158,-76.3233,5.86955
1.14696,161,151,-73.3279,5.86955
3.11302,179,164,-85.2334,5.94955
1.37369,171,160,-75.599,5.87955
1.27823,167,157,-74.3182,5.86955
1.3903,132,123,-75.1225,5.87955
2.90704,152,141,-81.9901,5.89955
1.31388,157,146,-75.195,5.87955
2.64274,94,85,-81.5153,5.90955
3.46385,210,195,-85.0714,5.92955
1.5734,146,135,-76.8777,5.88955
2.50115,188,176,-80.4041,5.88955
1.8448,170,158,-78.1092,5.88955
2.10412,168,157,-78.2335,5.86955
2.13098,166,155,-78.8554,5.87955
1.77831,168,156,-77.74,5.88955
1.97625,139,129,-77.7035,5.86955
0.764597,128,119,-70.7748,5.87955
1.41043,164,154,-74.7964,5.86955
2.98116,163,151,-82.6225,5.90955
2.85671,179,166,-82.2007,5.89955
3.04155,171,159,-82.7552,5.89955
2.15379,181,169,-78.6933,5.87955
1.87043,174,162,-78.3268,5.88955
2.91522,176,162,-83.8971,5.92955
3.02528,137,125,-84.0485,5.92955
3.31057,196,182,-83.8287,5.90955
0.856606,142,132,-71.6829,5.87955
0.946318,140,131,-72.061,5.87955
1.62027,157,146,-76.8477,5.87955
2.05315,143,132,-78.7394,5.88955
1.44739,85,77,-75.3147,5.87955
3.19132,154,142,-84.1246,5.92955
1.75441,125,115,-77.395,5.88955
2.84058,111,101,-82.2774,5.90955
2.12251,180,167,-79.7136,5.89955
0.90382,78,70,-72.2268,5.88955
1.58472,110,101,-75.7145,5.86955
1.77738,115,106,-76.7122,5.87955
0.874365,94,85,-72.1265,5.88955
0.798304,142,132,-70.9692,5.87955
2.11163,154,143,-78.6513,5.87955
3.06929,120,110,-84.0515,5.93955
3.24182,187,173,-84.9647,5.92955
1.01325,82,74,-72.9594,5.88955
2.81595,141,130,-82.7724,5.91955
1.12337,117,108,-73.3514,5.87955
0.81757,149,139,-71.1307,5.87955
1.39665,168,157,-75.4508,5.87955
1.25661,156,145,-74.5862,5.87955
3.33276,104,93,-86.372,5.96955
0.954168,173,163,-71.8633,5.86955
0.805046,106,97,-71.1317,5.88955
2.38705,188,176,-79.4917,5.86955
0.638245,141,132,-68.6987,5.86955
1.2889,153,143,-74.3344,5.86955
1.24569,167,156,-74.5351,5.87955
1.03555,147,137,-73.0854,5.87955
1.19402,181,170,-73.7514,5.86955
3.02783,189,174,-85.1059,5.94955
2.8319,177,163,-83.9229,5.92955
1.00791,106,97,-72.7687,5.87955
1.91737,150,139,-78.292,5.88955
1.3031,164,153,-74.2624,5.86955
0.833298,167,157,-70.9308,5.86955
